,date,time,action,protocol,src-ip,dist-ip,size,tcpflags,tcpsyn,tcpack,tcpwin,icmptype,icmpcode,path
418,2021-02-11,13:51:17,ALLOW,UDP,192.168.1.166,192.168.1.1,63960,53,0,-,-,-,-,SEND
419,2021-02-11,13:51:17,ALLOW,UDP,192.168.1.166,192.168.1.1,55796,53,0,-,-,-,-,SEND
420,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,40.126.18.35,50185,443,0,-,0,0,0,SEND
421,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,23.217.53.16,50178,80,0,-,0,0,0,SEND
422,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,23.221.53.65,50190,443,0,-,0,0,0,SEND
423,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,23.221.52.173,50191,80,0,-,0,0,0,SEND
424,2021-02-11,13:51:18,ALLOW,UDP,192.168.1.166,192.168.1.1,62538,53,0,-,-,-,-,SEND
425,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,52.139.250.253,50187,443,0,-,0,0,0,SEND
426,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,52.139.172.218,50186,443,0,-,0,0,0,SEND
427,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,23.217.53.54,50192,443,0,-,0,0,0,SEND
428,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,23.9.184.115,50188,80,0,-,0,0,0,SEND
429,2021-02-11,13:51:18,ALLOW,UDP,192.168.1.166,192.168.1.1,56238,53,0,-,-,-,-,SEND
430,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,23.9.184.115,50189,80,0,-,0,0,0,SEND
431,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,23.221.54.203,50193,443,0,-,0,0,0,SEND
432,2021-02-11,13:51:18,ALLOW,UDP,192.168.1.166,192.168.1.1,60587,53,0,-,-,-,-,SEND
433,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,52.221.177.230,50194,443,0,-,0,0,0,SEND
434,2021-02-11,13:51:18,ALLOW,UDP,192.168.1.166,192.168.1.1,51725,53,0,-,-,-,-,SEND
435,2021-02-11,13:51:18,ALLOW,UDP,192.168.1.166,192.168.1.1,58977,53,0,-,-,-,-,SEND
436,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,130.211.34.183,50196,443,0,-,0,0,0,SEND
437,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,23.221.53.191,50197,80,0,-,0,0,0,SEND
438,2021-02-11,13:51:18,ALLOW,UDP,192.168.1.166,192.168.1.1,65342,53,0,-,-,-,-,SEND
439,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,20.190.145.178,50199,443,0,-,0,0,0,SEND
440,2021-02-11,13:51:18,ALLOW,TCP,192.168.1.166,52.247.37.26,50198,80,0,-,0,0,0,SEND
442,2021-02-11,13:51:19,ALLOW,UDP,192.168.1.166,224.0.0.252,51153,5355,0,-,-,-,-,SEND
443,2021-02-11,13:51:19,ALLOW,TCP,192.168.1.166,23.221.53.191,50202,80,0,-,0,0,0,SEND
444,2021-02-11,13:51:19,ALLOW,TCP,192.168.1.166,20.54.89.106,50201,443,0,-,0,0,0,SEND
445,2021-02-11,13:51:19,ALLOW,TCP,192.168.1.166,58.251.106.185,50200,443,0,-,0,0,0,SEND
447,2021-02-11,13:51:19,ALLOW,UDP,192.168.56.1,224.0.0.252,51153,5355,0,-,-,-,-,SEND
449,2021-02-11,13:51:19,ALLOW,UDP,192.168.99.1,224.0.0.252,51153,5355,0,-,-,-,-,SEND
450,2021-02-11,13:51:19,ALLOW,TCP,192.168.1.166,161.69.25.95,50195,443,0,-,0,0,0,SEND
452,2021-02-11,13:51:19,ALLOW,UDP,192.168.1.166,224.0.0.252,58386,5355,0,-,-,-,-,SEND
454,2021-02-11,13:51:19,ALLOW,UDP,192.168.1.166,224.0.0.252,58771,5355,0,-,-,-,-,SEND
456,2021-02-11,13:51:19,ALLOW,UDP,192.168.56.1,224.0.0.252,54480,5355,0,-,-,-,-,SEND
458,2021-02-11,13:51:19,ALLOW,UDP,192.168.99.1,224.0.0.252,54480,5355,0,-,-,-,-,SEND
460,2021-02-11,13:51:19,ALLOW,UDP,192.168.56.1,224.0.0.252,52049,5355,0,-,-,-,-,SEND
462,2021-02-11,13:51:19,ALLOW,UDP,192.168.99.1,224.0.0.252,52049,5355,0,-,-,-,-,SEND
463,2021-02-11,13:51:19,ALLOW,UDP,192.168.1.166,192.168.1.1,55129,53,0,-,-,-,-,SEND
464,2021-02-11,13:51:20,ALLOW,TCP,192.168.1.166,20.54.89.106,50203,443,0,-,0,0,0,SEND
465,2021-02-11,13:51:20,ALLOW,TCP,192.168.1.166,20.54.89.106,50205,443,0,-,0,0,0,SEND
466,2021-02-11,13:51:21,ALLOW,UDP,192.168.1.166,192.168.1.1,55167,53,0,-,-,-,-,SEND
467,2021-02-11,13:51:21,ALLOW,TCP,192.168.1.166,52.139.172.218,50206,443,0,-,0,0,0,SEND
468,2021-02-11,13:51:21,ALLOW,UDP,192.168.1.166,192.168.1.1,54662,53,0,-,-,-,-,SEND
469,2021-02-11,13:51:21,ALLOW,TCP,192.168.1.166,40.126.18.35,50207,443,0,-,0,0,0,SEND
472,2021-02-11,13:51:22,ALLOW,TCP,192.168.1.166,40.126.18.35,50208,443,0,-,0,0,0,SEND
473,2021-02-11,13:51:22,ALLOW,UDP,192.168.1.166,192.168.1.1,63645,53,0,-,-,-,-,SEND
474,2021-02-11,13:51:22,ALLOW,TCP,192.168.1.166,52.184.80.179,50209,443,0,-,0,0,0,SEND
475,2021-02-11,13:51:22,ALLOW,TCP,192.168.1.166,20.54.89.106,50210,443,0,-,0,0,0,SEND
476,2021-02-11,13:51:23,ALLOW,TCP,192.168.1.166,52.184.80.179,50211,443,0,-,0,0,0,SEND
477,2021-02-11,13:51:23,ALLOW,UDP,192.168.1.166,192.168.1.1,64715,53,0,-,-,-,-,SEND
478,2021-02-11,13:51:23,ALLOW,TCP,192.168.1.166,216.58.196.67,50213,443,0,-,0,0,0,SEND
479,2021-02-11,13:51:23,ALLOW,TCP,192.168.1.166,52.184.80.179,50212,443,0,-,0,0,0,SEND
480,2021-02-11,13:51:24,ALLOW,UDP,192.168.1.166,192.168.1.1,56749,53,0,-,-,-,-,SEND
481,2021-02-11,13:51:24,ALLOW,TCP,192.168.1.166,52.242.97.97,50214,443,0,-,0,0,0,SEND
482,2021-02-11,13:51:25,ALLOW,TCP,192.168.1.166,52.184.80.179,50215,443,0,-,0,0,0,SEND
484,2021-02-11,13:51:25,ALLOW,UDP,192.168.1.166,224.0.0.252,49208,5355,0,-,-,-,-,SEND
486,2021-02-11,13:51:25,ALLOW,UDP,192.168.1.166,224.0.0.252,56139,5355,0,-,-,-,-,SEND
488,2021-02-11,13:51:25,ALLOW,UDP,192.168.56.1,224.0.0.252,63256,5355,0,-,-,-,-,SEND
490,2021-02-11,13:51:25,ALLOW,UDP,192.168.99.1,224.0.0.252,63256,5355,0,-,-,-,-,SEND
492,2021-02-11,13:51:25,ALLOW,UDP,192.168.56.1,224.0.0.252,64153,5355,0,-,-,-,-,SEND
494,2021-02-11,13:51:25,ALLOW,UDP,192.168.99.1,224.0.0.252,64153,5355,0,-,-,-,-,SEND
495,2021-02-11,13:51:25,ALLOW,UDP,192.168.1.166,192.168.1.1,55436,53,0,-,-,-,-,SEND
496,2021-02-11,13:51:25,ALLOW,TCP,192.168.1.166,104.208.16.0,50216,443,0,-,0,0,0,SEND
497,2021-02-11,13:51:28,ALLOW,UDP,192.168.1.166,192.168.1.1,59600,53,0,-,-,-,-,SEND
499,2021-02-11,13:51:28,ALLOW,UDP,192.168.1.166,224.0.0.252,51410,5355,0,-,-,-,-,SEND
501,2021-02-11,13:51:28,ALLOW,UDP,192.168.56.1,224.0.0.252,49199,5355,0,-,-,-,-,SEND
503,2021-02-11,13:51:28,ALLOW,UDP,192.168.99.1,224.0.0.252,49199,5355,0,-,-,-,-,SEND
504,2021-02-11,13:51:28,ALLOW,TCP,192.168.1.166,152.199.39.152,50217,80,0,-,0,0,0,SEND
505,2021-02-11,13:51:28,ALLOW,TCP,192.168.1.166,152.199.39.152,50218,80,0,-,0,0,0,SEND
506,2021-02-11,13:51:28,ALLOW,TCP,192.168.1.166,152.199.39.152,50219,80,0,-,0,0,0,SEND
507,2021-02-11,13:51:28,ALLOW,UDP,192.168.1.166,192.168.1.1,57450,53,0,-,-,-,-,SEND
508,2021-02-11,13:51:28,ALLOW,TCP,192.168.1.166,52.109.112.104,50220,443,0,-,0,0,0,SEND
509,2021-02-11,13:51:29,ALLOW,UDP,192.168.1.166,192.168.1.1,49795,53,0,-,-,-,-,SEND
510,2021-02-11,13:51:29,ALLOW,TCP,192.168.1.166,117.18.237.29,50221,80,0,-,0,0,0,SEND
511,2021-02-11,13:51:29,ALLOW,UDP,192.168.1.166,192.168.1.1,59661,53,0,-,-,-,-,SEND
512,2021-02-11,13:51:29,ALLOW,TCP,192.168.1.166,52.113.194.132,50222,443,0,-,0,0,0,SEND
513,2021-02-11,13:51:30,ALLOW,TCP,127.0.0.1,127.0.0.1,50224,50223,0,-,0,0,0,SEND
514,2021-02-11,13:51:30,ALLOW,TCP,127.0.0.1,127.0.0.1,50224,50223,0,-,0,0,0,RECEIVE
515,2021-02-11,13:51:30,ALLOW,UDP,192.168.1.166,192.168.1.1,55063,53,0,-,-,-,-,SEND
516,2021-02-11,13:51:30,ALLOW,UDP,192.168.1.166,192.168.1.1,52078,53,0,-,-,-,-,SEND
517,2021-02-11,13:51:30,ALLOW,TCP,192.168.1.166,40.100.140.130,50226,443,0,-,0,0,0,SEND
518,2021-02-11,13:51:30,ALLOW,TCP,192.168.1.166,40.100.141.162,50225,443,0,-,0,0,0,SEND
519,2021-02-11,13:51:31,ALLOW,UDP,192.168.1.166,192.168.1.1,49171,53,0,-,-,-,-,SEND
520,2021-02-11,13:51:31,ALLOW,TCP,192.168.1.166,13.107.5.88,50227,443,0,-,0,0,0,SEND
521,2021-02-11,13:51:31,ALLOW,TCP,192.168.1.166,40.100.140.130,50228,443,0,-,0,0,0,SEND
522,2021-02-11,13:51:31,ALLOW,TCP,192.168.1.166,40.100.140.130,50229,443,0,-,0,0,0,SEND
523,2021-02-11,13:51:31,ALLOW,UDP,192.168.1.166,192.168.1.1,52877,53,0,-,-,-,-,SEND
524,2021-02-11,13:51:31,ALLOW,TCP,192.168.1.166,40.119.249.228,50230,443,0,-,0,0,0,SEND
525,2021-02-11,13:51:31,ALLOW,TCP,127.0.0.1,127.0.0.1,50233,50232,0,-,0,0,0,SEND
526,2021-02-11,13:51:31,ALLOW,TCP,127.0.0.1,127.0.0.1,50233,50232,0,-,0,0,0,RECEIVE
527,2021-02-11,13:51:31,ALLOW,TCP,127.0.0.1,127.0.0.1,50235,50234,0,-,0,0,0,SEND
528,2021-02-11,13:51:31,ALLOW,TCP,127.0.0.1,127.0.0.1,50235,50234,0,-,0,0,0,RECEIVE
529,2021-02-11,13:51:31,ALLOW,TCP,127.0.0.1,127.0.0.1,50237,50236,0,-,0,0,0,SEND
530,2021-02-11,13:51:31,ALLOW,TCP,127.0.0.1,127.0.0.1,50237,50236,0,-,0,0,0,RECEIVE
531,2021-02-11,13:51:31,ALLOW,TCP,127.0.0.1,127.0.0.1,50239,50238,0,-,0,0,0,SEND
532,2021-02-11,13:51:31,ALLOW,TCP,127.0.0.1,127.0.0.1,50239,50238,0,-,0,0,0,RECEIVE
533,2021-02-11,13:51:31,ALLOW,UDP,192.168.1.166,192.168.1.1,61113,53,0,-,-,-,-,SEND
534,2021-02-11,13:51:31,ALLOW,UDP,192.168.1.166,192.168.1.1,54558,53,0,-,-,-,-,SEND
535,2021-02-11,13:51:31,ALLOW,UDP,192.168.1.166,192.168.1.1,64388,53,0,-,-,-,-,SEND
536,2021-02-11,13:51:31,ALLOW,TCP,192.168.1.166,162.247.243.149,50240,443,0,-,0,0,0,SEND
537,2021-02-11,13:51:31,ALLOW,TCP,192.168.1.166,104.18.157.37,50241,443,0,-,0,0,0,SEND
538,2021-02-11,13:51:31,ALLOW,TCP,192.168.1.166,104.16.55.40,50242,443,0,-,0,0,0,SEND
539,2021-02-11,13:51:33,ALLOW,TCP,127.0.0.1,127.0.0.1,50244,50243,0,-,0,0,0,SEND
540,2021-02-11,13:51:33,ALLOW,TCP,127.0.0.1,127.0.0.1,50244,50243,0,-,0,0,0,RECEIVE
541,2021-02-11,13:51:33,ALLOW,TCP,127.0.0.1,127.0.0.1,50246,50245,0,-,0,0,0,SEND
542,2021-02-11,13:51:33,ALLOW,TCP,127.0.0.1,127.0.0.1,50246,50245,0,-,0,0,0,RECEIVE
543,2021-02-11,13:51:33,ALLOW,TCP,127.0.0.1,127.0.0.1,50249,50248,0,-,0,0,0,SEND
544,2021-02-11,13:51:33,ALLOW,TCP,127.0.0.1,127.0.0.1,50249,50248,0,-,0,0,0,RECEIVE
545,2021-02-11,13:51:33,ALLOW,TCP,192.168.1.166,104.18.157.37,50250,443,0,-,0,0,0,SEND
546,2021-02-11,13:51:34,ALLOW,TCP,127.0.0.1,127.0.0.1,50252,50251,0,-,0,0,0,SEND
547,2021-02-11,13:51:34,ALLOW,TCP,127.0.0.1,127.0.0.1,50252,50251,0,-,0,0,0,RECEIVE
548,2021-02-11,13:51:34,ALLOW,UDP,192.168.1.166,192.168.1.1,51790,53,0,-,-,-,-,SEND
549,2021-02-11,13:51:34,ALLOW,TCP,192.168.1.166,104.16.120.50,50253,443,0,-,0,0,0,SEND
550,2021-02-11,13:51:34,ALLOW,TCP,127.0.0.1,127.0.0.1,50255,50254,0,-,0,0,0,SEND
551,2021-02-11,13:51:34,ALLOW,TCP,127.0.0.1,127.0.0.1,50255,50254,0,-,0,0,0,RECEIVE
552,2021-02-11,13:51:34,ALLOW,UDP,192.168.1.166,192.168.1.1,54204,53,0,-,-,-,-,SEND
553,2021-02-11,13:51:34,ALLOW,TCP,127.0.0.1,127.0.0.1,50257,50256,0,-,0,0,0,SEND
554,2021-02-11,13:51:34,ALLOW,TCP,127.0.0.1,127.0.0.1,50257,50256,0,-,0,0,0,RECEIVE
555,2021-02-11,13:51:34,ALLOW,UDP,192.168.1.166,192.168.1.1,52674,53,0,-,-,-,-,SEND
556,2021-02-11,13:51:34,ALLOW,TCP,192.168.1.166,104.16.206.131,50258,443,0,-,0,0,0,SEND
557,2021-02-11,13:51:34,ALLOW,TCP,192.168.1.166,23.217.53.99,50259,443,0,-,0,0,0,SEND
558,2021-02-11,13:51:34,ALLOW,UDP,192.168.1.1,239.255.255.250,60404,1900,0,-,-,-,-,RECEIVE
559,2021-02-11,13:51:34,ALLOW,TCP,127.0.0.1,127.0.0.1,50261,50260,0,-,0,0,0,SEND
560,2021-02-11,13:51:34,ALLOW,TCP,127.0.0.1,127.0.0.1,50261,50260,0,-,0,0,0,RECEIVE
561,2021-02-11,13:51:34,ALLOW,TCP,127.0.0.1,127.0.0.1,50263,50262,0,-,0,0,0,SEND
562,2021-02-11,13:51:34,ALLOW,TCP,127.0.0.1,127.0.0.1,50263,50262,0,-,0,0,0,RECEIVE
563,2021-02-11,13:51:34,ALLOW,UDP,192.168.1.166,192.168.1.1,62749,53,0,-,-,-,-,SEND
564,2021-02-11,13:51:34,ALLOW,TCP,127.0.0.1,127.0.0.1,50265,50264,0,-,0,0,0,SEND
565,2021-02-11,13:51:34,ALLOW,TCP,127.0.0.1,127.0.0.1,50265,50264,0,-,0,0,0,RECEIVE
566,2021-02-11,13:51:34,ALLOW,UDP,192.168.1.166,192.168.1.1,63766,53,0,-,-,-,-,SEND
567,2021-02-11,13:51:34,ALLOW,UDP,192.168.1.166,192.168.1.1,64220,53,0,-,-,-,-,SEND
568,2021-02-11,13:51:34,ALLOW,TCP,192.168.1.166,23.217.53.99,50266,443,0,-,0,0,0,SEND
569,2021-02-11,13:51:34,ALLOW,TCP,192.168.1.166,23.217.53.86,50267,443,0,-,0,0,0,SEND
570,2021-02-11,13:51:34,ALLOW,TCP,192.168.1.166,23.217.53.86,50268,443,0,-,0,0,0,SEND
571,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50270,50269,0,-,0,0,0,SEND
572,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50270,50269,0,-,0,0,0,RECEIVE
573,2021-02-11,13:51:35,ALLOW,UDP,192.168.1.166,192.168.1.1,50288,53,0,-,-,-,-,SEND
574,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50272,50271,0,-,0,0,0,SEND
575,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50272,50271,0,-,0,0,0,RECEIVE
576,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50274,50273,0,-,0,0,0,SEND
577,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50274,50273,0,-,0,0,0,RECEIVE
578,2021-02-11,13:51:35,ALLOW,UDP,192.168.1.166,192.168.1.1,59176,53,0,-,-,-,-,SEND
579,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50276,50275,0,-,0,0,0,SEND
580,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50276,50275,0,-,0,0,0,RECEIVE
581,2021-02-11,13:51:35,ALLOW,TCP,192.168.1.166,104.16.199.132,50277,443,0,-,0,0,0,SEND
582,2021-02-11,13:51:35,ALLOW,TCP,192.168.1.166,23.217.53.99,50278,443,0,-,0,0,0,SEND
583,2021-02-11,13:51:35,ALLOW,TCP,192.168.1.166,104.18.24.250,50279,443,0,-,0,0,0,SEND
584,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50281,50280,0,-,0,0,0,SEND
585,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50281,50280,0,-,0,0,0,RECEIVE
586,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50283,50282,0,-,0,0,0,SEND
587,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50283,50282,0,-,0,0,0,RECEIVE
588,2021-02-11,13:51:35,ALLOW,TCP,192.168.1.166,23.217.53.99,50284,443,0,-,0,0,0,SEND
589,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50286,50285,0,-,0,0,0,SEND
590,2021-02-11,13:51:35,ALLOW,TCP,127.0.0.1,127.0.0.1,50286,50285,0,-,0,0,0,RECEIVE
591,2021-02-11,13:51:35,ALLOW,UDP,192.168.1.166,192.168.1.1,56849,53,0,-,-,-,-,SEND
592,2021-02-11,13:51:35,ALLOW,TCP,192.168.1.166,104.18.157.37,50287,443,0,-,0,0,0,SEND
593,2021-02-11,13:51:35,ALLOW,TCP,192.168.1.166,104.16.55.40,50288,443,0,-,0,0,0,SEND
594,2021-02-11,13:51:36,ALLOW,UDP,192.168.1.166,192.168.1.1,54377,53,0,-,-,-,-,SEND
595,2021-02-11,13:51:37,ALLOW,UDP,192.168.1.166,192.168.1.1,54814,53,0,-,-,-,-,SEND
596,2021-02-11,13:51:37,ALLOW,TCP,192.168.1.166,104.18.24.250,50290,443,0,-,0,0,0,SEND
597,2021-02-11,13:51:37,ALLOW,UDP,192.168.1.166,192.168.1.1,58678,53,0,-,-,-,-,SEND
598,2021-02-11,13:51:37,ALLOW,TCP,192.168.1.166,172.65.217.212,50291,5223,0,-,0,0,0,SEND
599,2021-02-11,13:51:38,ALLOW,TCP,192.168.1.166,138.199.14.83,50289,80,0,-,0,0,0,SEND
600,2021-02-11,13:51:38,ALLOW,TCP,127.0.0.1,127.0.0.1,50293,50292,0,-,0,0,0,SEND
601,2021-02-11,13:51:38,ALLOW,TCP,127.0.0.1,127.0.0.1,50293,50292,0,-,0,0,0,RECEIVE
602,2021-02-11,13:51:38,ALLOW,TCP,127.0.0.1,127.0.0.1,50295,50294,0,-,0,0,0,SEND
603,2021-02-11,13:51:38,ALLOW,TCP,127.0.0.1,127.0.0.1,50295,50294,0,-,0,0,0,RECEIVE
604,2021-02-11,13:51:38,ALLOW,UDP,192.168.1.166,192.168.1.1,50127,53,0,-,-,-,-,SEND
605,2021-02-11,13:51:38,ALLOW,TCP,192.168.1.166,34.210.107.45,50296,443,0,-,0,0,0,SEND
606,2021-02-11,13:51:38,ALLOW,UDP,192.168.1.166,239.255.102.18,50128,50001,0,-,-,-,-,SEND
607,2021-02-11,13:51:38,ALLOW,UDP,192.168.1.166,239.255.102.18,50129,50002,0,-,-,-,-,SEND
608,2021-02-11,13:51:38,ALLOW,UDP,192.168.1.166,239.255.102.18,50130,50003,0,-,-,-,-,SEND
609,2021-02-11,13:51:39,ALLOW,UDP,192.168.1.166,239.255.102.18,50131,50001,0,-,-,-,-,SEND
610,2021-02-11,13:51:39,ALLOW,UDP,192.168.1.166,239.255.102.18,50132,50002,0,-,-,-,-,SEND
611,2021-02-11,13:51:39,ALLOW,UDP,192.168.1.166,239.255.102.18,50133,50003,0,-,-,-,-,SEND
612,2021-02-11,13:51:40,ALLOW,UDP,192.168.1.166,239.255.102.18,50204,50001,0,-,-,-,-,SEND
613,2021-02-11,13:51:40,ALLOW,UDP,192.168.1.166,239.255.102.18,50205,50002,0,-,-,-,-,SEND
614,2021-02-11,13:51:40,ALLOW,UDP,192.168.1.166,239.255.102.18,50206,50003,0,-,-,-,-,SEND
615,2021-02-11,13:51:41,ALLOW,UDP,192.168.1.166,239.255.102.18,50231,50001,0,-,-,-,-,SEND
616,2021-02-11,13:51:41,ALLOW,UDP,192.168.1.166,239.255.102.18,50232,50002,0,-,-,-,-,SEND
617,2021-02-11,13:51:41,ALLOW,UDP,192.168.1.166,239.255.102.18,50233,50003,0,-,-,-,-,SEND
619,2021-02-11,13:51:42,ALLOW,UDP,192.168.1.166,224.0.0.252,64188,5355,0,-,-,-,-,SEND
621,2021-02-11,13:51:42,ALLOW,UDP,192.168.1.166,224.0.0.252,50960,5355,0,-,-,-,-,SEND
623,2021-02-11,13:51:42,ALLOW,UDP,192.168.56.1,224.0.0.252,59681,5355,0,-,-,-,-,SEND
625,2021-02-11,13:51:42,ALLOW,UDP,192.168.99.1,224.0.0.252,59681,5355,0,-,-,-,-,SEND
627,2021-02-11,13:51:42,ALLOW,UDP,192.168.56.1,224.0.0.252,63795,5355,0,-,-,-,-,SEND
629,2021-02-11,13:51:42,ALLOW,UDP,192.168.99.1,224.0.0.252,63795,5355,0,-,-,-,-,SEND
630,2021-02-11,13:51:42,ALLOW,UDP,192.168.1.166,239.255.102.18,63796,50001,0,-,-,-,-,SEND
631,2021-02-11,13:51:42,ALLOW,UDP,192.168.1.166,239.255.102.18,63797,50002,0,-,-,-,-,SEND
632,2021-02-11,13:51:42,ALLOW,UDP,192.168.1.166,239.255.102.18,63798,50003,0,-,-,-,-,SEND
633,2021-02-11,13:51:43,ALLOW,TCP,127.0.0.1,127.0.0.1,50299,50298,0,-,0,0,0,SEND
634,2021-02-11,13:51:43,ALLOW,TCP,127.0.0.1,127.0.0.1,50299,50298,0,-,0,0,0,RECEIVE
635,2021-02-11,13:51:43,ALLOW,TCP,127.0.0.1,127.0.0.1,50301,50300,0,-,0,0,0,SEND
636,2021-02-11,13:51:43,ALLOW,TCP,127.0.0.1,127.0.0.1,50301,50300,0,-,0,0,0,RECEIVE
637,2021-02-11,13:51:43,ALLOW,TCP,127.0.0.1,127.0.0.1,50303,50302,0,-,0,0,0,SEND
638,2021-02-11,13:51:43,ALLOW,TCP,127.0.0.1,127.0.0.1,50303,50302,0,-,0,0,0,RECEIVE
639,2021-02-11,13:51:43,ALLOW,UDP,192.168.1.166,192.168.1.1,61131,53,0,-,-,-,-,SEND
640,2021-02-11,13:51:43,ALLOW,TCP,192.168.1.166,104.16.55.40,50304,443,0,-,0,0,0,SEND
641,2021-02-11,13:51:43,ALLOW,TCP,192.168.1.166,162.247.243.149,50305,443,0,-,0,0,0,SEND
642,2021-02-11,13:51:43,ALLOW,TCP,192.168.1.166,162.247.243.239,50306,443,0,-,0,0,0,SEND
643,2021-02-11,13:51:43,ALLOW,UDP,192.168.1.166,239.255.102.18,61132,50001,0,-,-,-,-,SEND
644,2021-02-11,13:51:43,ALLOW,UDP,192.168.1.166,239.255.102.18,61133,50002,0,-,-,-,-,SEND
645,2021-02-11,13:51:43,ALLOW,UDP,192.168.1.166,239.255.102.18,61134,50003,0,-,-,-,-,SEND
646,2021-02-11,13:51:44,ALLOW,UDP,192.168.1.166,239.255.102.18,61135,50001,0,-,-,-,-,SEND
647,2021-02-11,13:51:44,ALLOW,UDP,192.168.1.166,239.255.102.18,61136,50002,0,-,-,-,-,SEND
648,2021-02-11,13:51:44,ALLOW,UDP,192.168.1.166,239.255.102.18,61137,50003,0,-,-,-,-,SEND
649,2021-02-11,13:51:45,ALLOW,UDP,192.168.1.166,239.255.102.18,61140,50001,0,-,-,-,-,SEND
650,2021-02-11,13:51:45,ALLOW,UDP,192.168.1.166,239.255.102.18,61141,50002,0,-,-,-,-,SEND
651,2021-02-11,13:51:45,ALLOW,UDP,192.168.1.166,239.255.102.18,61142,50003,0,-,-,-,-,SEND
652,2021-02-11,13:51:46,ALLOW,UDP,192.168.1.166,192.168.1.1,49255,53,0,-,-,-,-,SEND
653,2021-02-11,13:51:46,ALLOW,TCP,192.168.1.166,104.208.16.0,50307,443,0,-,0,0,0,SEND
654,2021-02-11,13:51:46,ALLOW,UDP,192.168.1.166,239.255.102.18,49256,50001,0,-,-,-,-,SEND
655,2021-02-11,13:51:46,ALLOW,UDP,192.168.1.166,239.255.102.18,49257,50002,0,-,-,-,-,SEND
656,2021-02-11,13:51:46,ALLOW,UDP,192.168.1.166,239.255.102.18,49258,50003,0,-,-,-,-,SEND
657,2021-02-11,13:51:47,ALLOW,UDP,192.168.1.166,239.255.102.18,49259,50001,0,-,-,-,-,SEND
658,2021-02-11,13:51:47,ALLOW,UDP,192.168.1.166,239.255.102.18,49260,50002,0,-,-,-,-,SEND
659,2021-02-11,13:51:47,ALLOW,UDP,192.168.1.166,239.255.102.18,49261,50003,0,-,-,-,-,SEND
660,2021-02-11,13:51:51,ALLOW,TCP,127.0.0.1,127.0.0.1,50309,50308,0,-,0,0,0,SEND
661,2021-02-11,13:51:51,ALLOW,TCP,127.0.0.1,127.0.0.1,50309,50308,0,-,0,0,0,RECEIVE
662,2021-02-11,13:51:51,ALLOW,TCP,127.0.0.1,127.0.0.1,50311,50310,0,-,0,0,0,SEND
663,2021-02-11,13:51:51,ALLOW,TCP,127.0.0.1,127.0.0.1,50311,50310,0,-,0,0,0,RECEIVE
664,2021-02-11,13:51:51,ALLOW,TCP,127.0.0.1,127.0.0.1,50313,50312,0,-,0,0,0,SEND
665,2021-02-11,13:51:51,ALLOW,TCP,127.0.0.1,127.0.0.1,50313,50312,0,-,0,0,0,RECEIVE
666,2021-02-11,13:51:51,ALLOW,TCP,127.0.0.1,127.0.0.1,50315,50314,0,-,0,0,0,SEND
667,2021-02-11,13:51:51,ALLOW,TCP,127.0.0.1,127.0.0.1,50315,50314,0,-,0,0,0,RECEIVE
668,2021-02-11,13:51:51,ALLOW,TCP,127.0.0.1,127.0.0.1,50317,50316,0,-,0,0,0,SEND
669,2021-02-11,13:51:51,ALLOW,TCP,127.0.0.1,127.0.0.1,50317,50316,0,-,0,0,0,RECEIVE
670,2021-02-11,13:51:51,ALLOW,TCP,192.168.1.166,104.16.55.40,50319,443,0,-,0,0,0,SEND
671,2021-02-11,13:51:51,ALLOW,TCP,192.168.1.166,162.247.243.149,50318,443,0,-,0,0,0,SEND
